,Unnamed: 0,date,pnl
0,0,2014-01-07,-0.027901807588153145
1,1,2014-01-14,-0.1226172321757448
2,2,2014-01-21,-0.01818574220595993
3,3,2014-01-28,-0.03004148213582708
4,4,2014-02-04,-0.0003923609468449163
5,5,2014-02-11,0.011207083498084271
6,6,2014-02-18,-0.04746006046522908
7,7,2014-02-25,0.04705093313459454
8,8,2014-03-04,-0.04747817541514804
9,9,2014-03-11,-0.009251152189826226
10,10,2014-03-18,0.004558264317935139
11,11,2014-03-25,-0.020175882759945352
12,12,2014-04-01,0.012219826130992168
13,13,2014-04-08,0.02400735763041804
14,14,2014-04-15,0.018824068451921392
15,15,2014-04-22,0.03126665977616794
16,16,2014-04-29,-0.0028306184644467025
17,17,2014-05-06,0.053238223680701205
18,18,2014-05-13,-0.016451942778372333
19,19,2014-05-20,-0.034569545238700934
20,20,2014-05-27,0.019634905001534395
21,21,2014-06-03,-0.06862941434143725
22,22,2014-06-10,0.003651624924829684
23,23,2014-06-17,-0.007626814255396952
24,24,2014-06-24,0.01153321523703245
25,25,2014-07-01,0.026061551690452024
26,26,2014-07-08,0.017795986868373588
27,27,2014-07-15,0.02125749027196396
28,28,2014-07-22,-0.02344820557777573
29,29,2014-07-29,-0.013191650123139548
30,30,2014-08-05,0.027478290679988117
31,31,2014-08-12,0.012972630991388795
32,32,2014-08-19,-0.008902260428670351
33,33,2014-08-26,-0.0019007475320195766
34,34,2014-09-02,0.013608280102908448
35,35,2014-09-09,0.013470043640603856
36,36,2014-09-16,-0.01660083750577889
37,37,2014-09-23,0.0018146917232517558
38,38,2014-09-30,-0.0181734241871979
39,39,2014-10-07,-0.03157824452134759
40,40,2014-10-14,-0.043764526869127865
41,41,2014-10-21,0.009107882987490998
42,42,2014-10-28,0.004680577511035097
43,43,2014-11-04,0.0066116239535304955
44,44,2014-11-11,-0.06017219288020775
45,45,2014-11-18,0.006505687614631328
46,46,2014-11-25,0.029746710852030775
47,47,2014-12-02,0.027708324170643638
48,48,2014-12-09,-0.0032895163019025604
49,49,2014-12-16,-0.015091632652214769
50,50,2014-12-23,0.08166649033197668
51,51,2014-12-30,-0.045972507286545235
52,52,2015-01-06,0.0928005170315694
53,53,2015-01-13,0.016773034581014347
54,54,2015-01-20,-0.05880117498663533
55,55,2015-01-27,-0.17792703500298762
56,56,2015-02-03,-0.06043496487322037
57,57,2015-02-10,0.014257877573405969
58,58,2015-02-17,-0.0006007406475259866
59,59,2015-02-24,0.03721888667643799
60,60,2015-03-03,0.0205261829485768
61,61,2015-03-10,0.1510313197794412
62,62,2015-03-17,0.03605734680893363
63,63,2015-03-24,0.021477706255837208
64,64,2015-03-31,0.015401319104513887
65,65,2015-04-07,0.016851738681745124
66,66,2015-04-14,0.014113052090427437
67,67,2015-04-21,-0.10470878461692897
68,68,2015-04-28,-0.05554109401913728
69,69,2015-05-05,0.036693608583216485
70,70,2015-05-12,0.023788949507859262
71,71,2015-05-19,0.054622655830779666
72,72,2015-05-26,0.007373680319652963
73,73,2015-06-02,0.02758977090440317
74,74,2015-06-09,0.026532543988697012
75,75,2015-06-16,0.03381454303860894
76,76,2015-06-23,-0.03492914668224839
77,77,2015-06-30,-0.0009005750790513313
78,78,2015-07-07,0.0600361740545401
79,79,2015-07-14,0.0747142073572594
80,80,2015-07-21,0.0763624028882938
81,81,2015-07-28,-0.027764684133100532
82,82,2015-08-04,-0.05353971398267751
83,83,2015-08-11,-0.04488797160579162
84,84,2015-08-18,-0.1956535096167216
85,85,2015-08-25,0.02529506396875059
86,86,2015-09-01,0.005459646455513105
87,87,2015-09-08,0.04192412469500593
88,88,2015-09-15,-0.047893675737456606
89,89,2015-09-22,-0.11041418680692104
90,90,2015-09-29,-0.15140501640002585
91,91,2015-10-06,0.05951898907299466
92,92,2015-10-13,-0.020653177823112955
93,93,2015-10-20,0.032410884111239505
94,94,2015-10-27,-0.07903609373365034
95,95,2015-11-03,-0.011870015814319887
96,96,2015-11-10,0.0053774908260691865
97,97,2015-11-17,0.04910073822610317
98,98,2015-11-24,0.00669014168166316
99,99,2015-12-01,0.034717378243569366
100,100,2015-12-08,0.02467138119434617
101,101,2015-12-15,0.03449728408081003
102,102,2015-12-22,0.023596733172156662
103,103,2015-12-29,0.00014425160076212556
104,104,2016-01-05,0.16347691156011712
105,105,2016-01-12,0.06301511632614258
106,106,2016-01-19,-0.0083987462040308
107,107,2016-01-26,0.009884757001680872
108,108,2016-02-02,0.040534228660571145
109,109,2016-02-09,-0.00022212601993304437
110,110,2016-02-16,0.21690352331062973
111,111,2016-02-23,-0.08574343156128475
112,112,2016-03-01,-0.02326854981633596
113,113,2016-03-08,0.00046822202742555566
114,114,2016-03-15,0.13164849495597564
115,115,2016-03-22,0.07797023360665739
116,116,2016-03-29,0.025921845311976745
117,117,2016-04-05,-0.05888878071835306
118,118,2016-04-12,-0.04346962086284818
119,119,2016-04-19,-0.06585882832304198
120,120,2016-04-26,0.016703954370460555
121,121,2016-05-03,0.04204377162136837
122,122,2016-05-10,-0.016028845198967058
123,123,2016-05-17,0.03932194108857992
124,124,2016-05-24,-0.009960243061135285
125,125,2016-05-31,-0.04369202561454108
126,126,2016-06-07,0.11533394058000035
127,127,2016-06-14,-0.03704138280906008
128,128,2016-06-21,0.0577566457997487
129,129,2016-06-28,0.04016070216432426
130,130,2016-07-05,-0.011707002112315243
131,131,2016-07-12,0.025375276937893626
132,132,2016-07-19,0.03461664125738518
133,133,2016-07-26,-0.02360271969244573
134,134,2016-08-02,-0.07648279129135639
135,135,2016-08-09,0.006070985293426066
136,136,2016-08-16,0.0062372052021780105
137,137,2016-08-23,0.04786482754416699
138,138,2016-08-30,0.018826717958596768
139,139,2016-09-06,-0.06526326898014229
140,140,2016-09-13,-0.01449453262037534
141,141,2016-09-20,0.05111610319431184
142,142,2016-09-27,0.04759533759329032
143,143,2016-10-04,-0.05030824404558072
144,144,2016-10-11,-0.04723718823442494
145,145,2016-10-18,-0.02094783671926181
146,146,2016-10-25,-0.014392585972318938
147,147,2016-11-01,-0.05150246564711844
148,148,2016-11-08,0.06935191430146127
149,149,2016-11-15,0.009904686476322044
150,150,2016-11-22,-0.07355368827195292
151,151,2016-11-29,0.14418626016323022
152,152,2016-12-06,0.011752072268813751
153,153,2016-12-13,0.003939547796594547
154,154,2016-12-20,-0.01007903546977537
155,155,2016-12-27,0.0009991292962222703
